codigo,year,fecha_inc,municipio,provincia,ha_attr,ha_geom,ha_best,centroid_lon,centroid_lat,and_bbox_ok,qa_geometry,score_base,firms_n,score_total,tier,score_reasons,source_path,feature_index,sup_arbola,sup_matorr,sup_pastiz,bbox_wgs84
IIFF2025230060,2025,2025-07-20,LINARES,Jaén,10.86,10.87,10.86,-3.566061086044423,38.142127499776635,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,19,0.00000000000e+00,8.60000000000e-01,1.00000000000e+01,"[-3.5691610999999086, 38.14003809491681, -3.5636382049998963, 38.145583599916755]"
2023180007,2023,2023-02-11,CACIN,Granada,10.77,10.78,10.77,-3.931956772415959,37.08704412376865,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,21,0.378000,6.588000,3.804000,"[-3.9343597180569794, 37.08506392858147, -3.9287586231896774, 37.08973326551904]"
IIFF2025110051,2025,2025-07-16,ALGECIRAS,Cádiz,10.74,10.75,10.74,-5.468190343224753,36.07066743622227,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,51,4.32000000000e-02,6.00900000000e-01,1.00980000000e+01,"[-5.471262817003565, 36.068350935898245, -5.465560665003537, 36.07335981589835]"
2023290079,2023,2023-07-30,RIOGORDO,Málaga,10.67,13.17,10.67,-4.301252511453367,36.94613146978565,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,27,2.437120,8.235743,0.000000,"[-4.30439614859153, 36.94371812360944, -4.2979547287923605, 36.949208958329194]"
2024230016,2024,2024-06-04,TORREDELCAMPO,Jaén,10.49,10.56,10.49,-3.9414437740446364,37.86625979926294,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,24,0.000000000000000,0.020000000000000,10.470000000000001,"[-3.9436660729999056, 37.8643484190001, -3.9387194949999076, 37.868440363000076]"
IIFF2025140002,2025,2025-05-01,FUENTE OBEJUNA,Córdoba,10.32,10.31,10.32,-5.341946972502516,38.24056029623507,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,11,0.00000000000e+00,0.00000000000e+00,1.03200000000e+01,"[-5.344690429002213, 38.23862638591752, -5.339613967002089, 38.24224736491755]"
IIFF2025210107,2025,2025-08-04,ALJARAQUE,Huelva,10.21,10.24,10.21,-7.0609467218956175,37.280410204282425,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,36,1.01800000000e+01,0.00000000000e+00,3.00000000000e-02,"[-7.062727428114661, 37.2782774079083, -7.059498999114072, 37.2828669759083]"
2024290040,2024,2024-07-05,RONDA,Málaga,10.1,12.78,10.1,-5.083086909824487,36.844066531378665,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,29,0.490000000000000,2.510000000000000,7.100000000000000,"[-5.087055416119347, 36.84184993265516, -5.078860850346371, 36.847074149190874]"
2023210016,2023,2023-04-26,PUNTA UMBRÍA,Huelva,10.0,10.45,10.0,-7.0462786523218455,37.21868580216267,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,38,10.000000,0.000000,0.000000,"[-7.049388399999999, 37.2168487, -7.042834899999999, 37.2205607]"
2022410031,2022,2022-07-10,GUILLENA,Sevilla,416.28,471.78,416.28,-6.135154933699434,37.73157721519493,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,15,9.02148000000e+01,1.96785300000e+02,1.29276000000e+02,"[-6.148302321841668, 37.71568149083303, -6.12236910180248, 37.7513531309298]"
2022410025,2022,2022-06-29,Aznalcazar,Sevilla,254.02,253.71,254.02,-6.21058787333455,37.147098767205684,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,51,0.00000000000e+00,1.27000000000e+01,2.41320000000e+02,"[-6.232942759683523, 37.129762742377, -6.194105616618461, 37.16238254622307]"
2022410048,2022,2022-07-25,Cantillana,Sevilla,248.51,297.23,248.51,-5.814500364546294,37.65484727373609,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,54,4.00000000000e+00,1.38710000000e+02,1.05800000000e+02,"[-5.827309153339354, 37.644150513343035, -5.79578389847934, 37.66337671652436]"
2022180062,2022,2022-07-25,PINOS PUENTE,Granada,219.43,227.79,219.43,-3.7185930222853503,37.25499605869949,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,12,2.17838400000e+02,1.59390000000e+00,0.00000000000e+00,"[-3.7429374212988082, 37.24603702425577, -3.699029937074001, 37.26258972862644]"
2022180036,2022,2022-05-29,GRANADA,Granada,165.73,169.5,165.73,-3.573691239092888,37.18813723084133,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,0,4.73712000000e+01,1.14935000000e+02,3.42380000000e+00,"[-3.585067564069327, 37.182688470165246, -3.5577883565810615, 37.19410019904184]"
2022140057,2022,2022-07-25,ESPIEL,Córdoba,159.68,174.38,159.68,-5.062346572651318,38.17262786653025,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,14,1.06450000000e+02,5.32300000000e+01,0.00000000000e+00,"[-5.074937943680428, 38.165731782745084, -5.049503983232334, 38.17852629597273]"
2022110061,2022,2022-07-14,OLVERA,Cádiz,130.24,237.36,130.24,-5.322843645448227,36.939462371936095,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,4,1.17892000000e+01,1.05056000000e+02,1.33989000000e+01,"[-5.332986018876142, 36.92898520333285, -5.311658500001438, 36.94919351534888]"
2022180006,2022,2022-01-29,Lecrin,Granada,128.52,133.36,128.52,-3.512857011674519,36.96444592181709,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,36,1.12714000000e+02,1.58069000000e+01,0.00000000000e+00,"[-3.519873083685411, 36.95171791807263, -3.5025818328781813, 36.97352247457621]"
2022180093,2022,2022-10-15,IZNALLOZ,Granada,111.86,120.68,111.86,-3.5343641626023627,37.32695128469896,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,27,0.00000000000e+00,9.67548000000e+01,1.51021000000e+01,"[-3.542917097049144, 37.318302908739504, -3.52274371107991, 37.33294739283337]"
2022180099,2022,2022-10-25,GORAFE,Granada,110.0,121.93,110.0,-3.05406447714635,37.49981234445436,True,ok,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,28,0.00000000000e+00,1.10000000000e+02,0.00000000000e+00,"[-3.064388695003266, 37.49322224702889, -3.0447446128778837, 37.50644412940275]"
2022210043,2022,2022-06-05,LUCENA DEL PUERTO,Huelva,18.3,102.22,102.22,-6.755819771014235,37.30128497891735,True,ok;qa_area_mismatch,15,,15,bronze,ha>=100(+10);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,2,0.00000000000e+00,1.83000000000e+01,0.00000000000e+00,"[-6.764852999990296, 37.29561500000336, -6.742150999991529, 37.30785400000329]"
2022110073,2022,2022-07-26,SAN ROQUE,Cádiz,95.26,96.12,95.26,-5.355098800818266,36.25372596546232,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,20,3.42745786662e+01,5.27549965070e+01,8.23242994000e+00,"[-5.369260770876232, 36.24817373190745, -5.338806729338939, 36.25901490868353]"
2022230111,2022,2022-09-11,SANTIAGO-PONTONES,Jaén,86.57,85.41,86.57,-2.8674597539465134,38.0636584032791,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,33,3.06020955770e+01,9.00089554000e+00,4.69629154200e+01,"[-2.8736736813873116, 38.0557132117706, -2.8624955043938223, 38.07123166144096]"
2022140031,2022,2022-06-17,RUTE,Córdoba,72.77,74.61,72.77,-4.325851464840464,37.36275121389155,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,23,0.00000000000e+00,7.27700000000e+01,0.00000000000e+00,"[-4.332811396005954, 37.35884768162835, -4.319777352769658, 37.36744555907686]"
2022040098,2022,2022-11-21,ULEILA DEL CAMPO,Almería,68.08,74.83,68.08,-2.217584537308332,37.15486646340774,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,30,8.11772090600e+00,4.67857407016e+01,1.31720188250e+01,"[-2.2261913182232296, 37.145140544575796, -2.205398264261744, 37.160805003356145]"
2022040091,2022,2022-10-24,DALIAS,Almería,65.72,66.37,65.72,-2.7736433882375824,36.862388137595985,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,32,7.54888000000e-03,1.86254905453e+00,6.38537014700e+01,"[-2.7789542999999486, 36.855616200905835, -2.7675799999999033, 36.867183300906]"
2022140025,2022,2022-06-12,POZOBLANCO,Córdoba,54.0,51.52,54.0,-4.8103680771701915,38.21417791971109,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,22,0.00000000000e+00,5.40000000000e+01,0.00000000000e+00,"[-4.817042065731282, 38.209361986424355, -4.805476930346775, 38.219877983648004]"
2022110059,2022,2022-07-13,JEREZ DE LA FRONTERA,Cádiz,44.11,172.53,44.11,-6.085640119608764,36.659779365199896,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,8,1.29226000000e+01,7.26080000000e+00,2.39283000000e+01,"[-6.100615623526244, 36.64839138966798, -6.067283188623288, 36.683170193446]"
2022110040,2022,2022-06-30,JIMENA DE LA FRONTERA,Cádiz,36.28,36.27,36.28,-5.4695160335912165,36.485086256108595,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,13,1.85953000000e+01,1.46705000000e+01,3.01740000000e+00,"[-5.474914717390203, 36.47909503430003, -5.457822522104674, 36.488490477200145]"
2022210077,2022,2022-07-25,HINOJOS,Huelva,31.25,51.53,31.25,-6.477013933931237,37.349241188730936,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,9,1.73828020000e+01,0.00000000000e+00,1.38701396009e+01,"[-6.486531619960943, 37.34454309268064, -6.468396796535471, 37.35347966243989]"
2022180069,2022,2022-08-10,PINAR,Granada,30.5,31.64,30.5,-3.4227517247613,37.42534618063528,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,25,3.05000000000e+01,0.00000000000e+00,0.00000000000e+00,"[-3.4279816131252505, 37.42114641198318, -3.4182348912567635, 37.42968197001033]"
2022140024,2022,2022-06-12,HINOJOSA DEL DUQUE,Córdoba,30.0,34.87,30.0,-5.213934703084212,38.42200430379535,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,21,0.00000000000e+00,0.00000000000e+00,3.00000000000e+01,"[-5.217473441445141, 38.41659619245447, -5.210223727330851, 38.42888585749126]"
2022210068,2022,2022-07-14,HINOJOS,Huelva,29.22,43.97,29.22,-6.471638866436552,37.352671524830605,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,5,1.31397325300e+01,0.00000000000e+00,1.60767031310e+01,"[-6.4765480000004, 37.34830900000171, -6.46234300000068, 37.35915700000166]"
2022290116,2022,2022-09-10,Competa,Málaga,28.1,31.31,28.1,-3.9751024716290297,36.84271922215517,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,41,2.60000000000e+00,2.55000000000e+01,0.00000000000e+00,"[-3.9800893631593475, 36.83901511471908, -3.968933369149176, 36.84554129717178]"
2022290052,2022,2022-06-28,Mijas,Málaga,26.47,26.47,26.47,-4.694503176824544,36.56582897706179,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,38,1.82000000000e+00,2.41400000000e+01,5.10000000000e-01,"[-4.697113400502936, 36.5614560999871, -4.691980562965509, 36.56957555157248]"
2022290097,2022,2022-08-17,Estepona,Málaga,25.46,32.51,25.46,-5.178634479104899,36.427679458433175,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,40,0.00000000000e+00,2.54600000000e+01,0.00000000000e+00,"[-5.18398049995677, 36.42498600078523, -5.17156719955399, 36.43075680103601]"
2022140046,2022,2022-07-04,SANTA EUFEMIA,Córdoba,25.0,34.08,25.0,-4.95295782688423,38.58836887604844,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,24,0.00000000000e+00,2.50000000000e+01,0.00000000000e+00,"[-4.957405130026376, 38.5847512449819, -4.946103539621056, 38.59154419607417]"
2022180104,2022,2022-11-07,HUETOR-SANTILLAN,Granada,25.0,33.3,25.0,-3.4427283086165366,37.33411326003333,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,29,0.00000000000e+00,2.50000000000e+01,0.00000000000e+00,"[-3.446124730572416, 37.3269350962995, -3.4377590787921255, 37.33907397943407]"
2022410090,2022,2022-09-29,Fuentes de Andalucia,Sevilla,25.0,31.21,25.0,-5.312431829166379,37.60730590760733,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,55,2.50000000000e+01,0.00000000000e+00,0.00000000000e+00,"[-5.320141002285249, 37.59928779122795, -5.306825456137411, 37.61352915320749]"
2022410084,2022,2022-09-20,Villamanrique de la Condesa,Sevilla,24.01,22.87,24.01,-6.267065252779108,37.26001217816219,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,47,4.20000000000e-01,4.33000000000e+00,1.92600000000e+01,"[-6.271500242800059, 37.25656180720402, -6.260674219461116, 37.26242872952458]"
2022230092,2022,2022-08-14,Andujar,Jaén,23.88,23.97,23.88,-4.055133402960487,38.0717491528394,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,43,0.00000000000e+00,2.11009647000e+00,2.17724223967e+01,"[-4.059839599982126, 38.06964394700089, -4.049799443379598, 38.074497808030124]"
2022410077,2022,2022-09-04,La Puebla del Rio,Sevilla,21.0,26.86,21.0,-6.142999930889426,37.202225962265246,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,46,0.00000000000e+00,0.00000000000e+00,2.10000000000e+01,"[-6.151758807576761, 37.19559052902435, -6.130686670975748, 37.20595635125623]"
2022290075,2022,2022-07-23,Algatocin,Málaga,20.5,22.06,20.5,-5.339081097399027,36.61044261661794,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,42,0.00000000000e+00,4.90000000000e+00,1.56000000000e+01,"[-5.34173729982877, 36.60596209992911, -5.3370050996445295, 36.615274690239]"
2022410097,2022,2022-11-12,Osuna,Sevilla,19.74,19.74,19.74,-5.123750316021055,37.126832220847206,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,57,1.97000000000e+00,4.94000000000e+00,1.28300000000e+01,"[-5.127585386954671, 37.12443661557878, -5.120202351125307, 37.12916716840961]"
2022110030,2022,2022-06-17,TARIFA,Cádiz,19.61,19.69,19.61,-5.663177443771864,36.172745440874486,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,17,2.60000000000e-01,5.00000000000e-02,1.93000000000e+01,"[-5.667298436168974, 36.170028994235075, -5.658425688747643, 36.1756628101383]"
2022410027,2022,2022-06-29,Aznalcollar,Sevilla,18.51,29.46,18.51,-6.242860382337746,37.48989165606432,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,50,0.00000000000e+00,2.00000000000e-01,1.83100000000e+01,"[-6.247277886594069, 37.4870590967175, -6.236670298203202, 37.494043298850194]"
2022410013,2022,2022-06-12,Constantina,Sevilla,17.79,17.43,17.79,-5.605096765933413,37.81059530949313,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,53,1.77900000000e+01,0.00000000000e+00,0.00000000000e+00,"[-5.6084548131051815, 37.80819509307573, -5.601573340023314, 37.812617083285055]"
2022410039,2022,2022-07-17,Ecija,Sevilla,17.0,14.66,17.0,-5.0270812082516345,37.41125997460551,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,44,0.00000000000e+00,1.70000000000e+01,0.00000000000e+00,"[-5.029947582451236, 37.396798801947895, -5.021963076337675, 37.42730353197294]"
2022180080,2022,2022-08-29,ALBUÑUELAS,Granada,16.74,8.77,16.74,-3.7331256809005366,36.93448998786148,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,26,1.67418000000e+01,0.00000000000e+00,0.00000000000e+00,"[-3.735007076210732, 36.93171194780487, -3.731287804300522, 36.93731888716686]"
2022290066,2022,2022-07-16,Villanueva de la Concepcion,Málaga,16.2,17.34,16.2,-4.506894963569324,36.92308743313919,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,39,4.30000000000e+00,4.90000000000e+00,7.00000000000e+00,"[-4.50937808979815, 36.919825977565445, -4.503966593921341, 36.92627783990842]"
2022410086,2022,2022-09-25,Lora del Rio,Sevilla,15.66,15.66,15.66,-5.589794861951062,37.63916402730774,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,56,0.00000000000e+00,1.56600000000e+01,0.00000000000e+00,"[-5.5923440320222975, 37.63658640417506, -5.58658914232248, 37.64243399608295]"
2022410096,2022,2022-11-03,Aznalcazar,Sevilla,15.22,16.2,15.22,-6.255838889954089,37.021866201219964,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,48,0.00000000000e+00,1.52200000000e+01,0.00000000000e+00,"[-6.260866736024804, 37.01498093204651, -6.251360810666526, 37.02893556075526]"
2022210067,2022,2022-07-13,LUCENA DEL PUERTO,Huelva,13.89,14.6,13.89,-6.751184575145402,37.21827743317533,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,11,6.57529060000e+00,1.41846000000e-01,7.17450701020e+00,"[-6.753637389706577, 37.21488631480058, -6.749537602273444, 37.22402194581126]"
2022290016,2022,2022-02-01,Ojen,Málaga,12.65,12.65,12.65,-4.847863999739122,36.54630237277234,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,37,6.50000000000e-01,1.20000000000e+01,0.00000000000e+00,"[-4.851112550771119, 36.54385319531568, -4.845828031718781, 36.549365543693284]"
2022140071,2022,2022-08-15,LUQUE,Córdoba,12.02,13.42,12.02,-4.25309140458887,37.545460266976896,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,31,0.00000000000e+00,7.52946000000e-01,1.12635316000e+01,"[-4.259078300687973, 37.543352516796126, -4.249133429319371, 37.548718634743004]"
2022180002,2022,2022-01-24,Gorafe,Granada,11.96,12.04,11.96,-3.011175882408817,37.586558773403375,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,35,1.39700000000e+00,1.05680000000e+01,0.00000000000e+00,"[-3.014222545425989, 37.583148416745225, -3.0069302223209604, 37.59351447181125]"
2022410044,2022,2022-07-23,Castiblanco de los Arroyos,Sevilla,10.9,10.89,10.9,-5.962506869355948,37.653471592436865,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,52,5.90000000000e-01,1.05000000000e+00,9.26000000000e+00,"[-5.965435933329852, 37.65156171400858, -5.958657072240336, 37.65529406232115]"
2022410052,2022,2022-07-30,Ecija,Sevilla,10.5,8.3,10.5,-5.0198391451716855,37.39250457645954,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,45,0.00000000000e+00,1.05000000000e+01,0.00000000000e+00,"[-5.023282476540448, 37.38899309917881, -5.015496637042758, 37.39694848317548]"
2022110070,2022,2022-07-22,TARIFA,Cádiz,10.45,10.51,10.45,-5.670915502959366,36.05994325156268,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,16,0.00000000000e+00,1.04519000000e+01,0.00000000000e+00,"[-5.678011178978953, 36.058158852028136, -5.666397213944229, 36.06273610837873]"
2022210098,2022,2022-09-18,El Cerro de Andevalo,Huelva,10.39,10.38,10.39,-7.122393099228262,37.622874550126106,True,ok,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,49,0.00000000000e+00,3.74566200000e+00,6.64591570000e+00,"[-7.125363000095877, 37.621285000002636, -7.119548000095208, 37.62420800000267]"
2022410050,2022,2022-07-26,AZNALCAZAR,Sevilla,29.9,3.05,3.05,-6.260885184330471,37.26456310973159,True,ok;qa_area_mismatch,5,,5,bronze,attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2022\perim_incendios_2022.geojson,34,8.07000000000e+00,1.51500000000e+01,6.68000000000e+00,"[-6.262089945874008, 37.26333891286919, -6.2592607692730375, 37.26576271764728]"
